index,Message_Raw,User,Message_Clean,Message_Only_Text,Date,Hour,Day_of_Week
276,"7/24/20, 21:44 - Ḅj: do you have a draft?
",Ḅj,do you have a draft?,do you have a draft,2020-07-24 21:44:00,21,4
137,"7/24/20, 21:45 - Adwoa Notitia: Yes please
",Adwoa Notitia,Yes please,yes please,2020-07-24 21:45:00,21,4
143,"7/24/20, 21:45 - Norbert Notitia: For the Onboarding?
",Norbert Notitia,For the Onboarding?,for the onboarding,2020-07-24 21:45:00,21,4
138,"7/24/20, 21:46 - Adwoa Notitia: I mean what exactly is the onboarding mail going to contain apart from the fliers and WhatsApp link?
",Adwoa Notitia,I mean what exactly is the onboarding mail going to contain apart from the fliers and WhatsApp link?,i mean what exactly is the onboarding mail going to contain apart from the fliers and whatsapp link,2020-07-24 21:46:00,21,4
277,"7/24/20, 21:46 - Ḅj: like finalizing the application process i think
",Ḅj,like finalizing the application process i think,like finalizing the application process i think,2020-07-24 21:46:00,21,4
140,"7/24/20, 21:48 - Adwoa Notitia: Contents*
",Adwoa Notitia,Contents*,contents,2020-07-24 21:48:00,21,4
139,"7/24/20, 21:48 - Adwoa Notitia: Ok but what are the final content for that bit please??
",Adwoa Notitia,Ok but what are the final content for that bit please??,ok but what are the final content for that bit please,2020-07-24 21:48:00,21,4
141,"7/24/20, 21:53 - Adwoa Notitia: https://chat.whatsapp.com/KNP2uZEcI4e8hW0otRnPb6
",Adwoa Notitia,https://chat.whatsapp.com/KNP2uZEcI4e8hW0otRnPb6,httpschatwhatsappcomknpuzeciehwotrnpb,2020-07-24 21:53:00,21,4
278,"7/24/20, 21:58 - Ḅj: Notitia AI Onboarding
",Ḅj,Notitia AI Onboarding,notitia ai onboarding,2020-07-24 21:58:00,21,4
143,"7/24/20, 21:59 - Adwoa Notitia: Got it thanks
",Adwoa Notitia,Got it thanks,got it thanks,2020-07-24 21:59:00,21,4
279,"7/24/20, 21:59 - Ḅj: @233246521995 how's this?
",Ḅj,@233246521995 how's this?, hows this,2020-07-24 21:59:00,21,4
142,"7/24/20, 21:59 - Adwoa Notitia: Ohk its a survey link
",Adwoa Notitia,Ohk its a survey link,ohk its a survey link,2020-07-24 21:59:00,21,4
280,"7/24/20, 22:00 - Ḅj: yeah
",Ḅj,yeah,yeah,2020-07-24 22:00:00,22,4
281,"7/24/20, 22:00 - Ḅj: ahh oh okay
",Ḅj,ahh oh okay,ahh oh okay,2020-07-24 22:00:00,22,4
282,"7/24/20, 22:00 - Ḅj: i now understand what you meant
",Ḅj,i now understand what you meant,i now understand what you meant,2020-07-24 22:00:00,22,4
283,"7/24/20, 22:00 - Ḅj: 😂
",Ḅj,😂,,2020-07-24 22:00:00,22,4
147,"7/24/20, 22:00 - Adwoa Notitia: You like writing ampa
",Adwoa Notitia,You like writing ampa,you like writing ampa,2020-07-24 22:00:00,22,4
146,"7/24/20, 22:00 - Adwoa Notitia: Thanks for the draft😂
",Adwoa Notitia,Thanks for the draft😂,thanks for the draft,2020-07-24 22:00:00,22,4
144,"7/24/20, 22:00 - Adwoa Notitia: 😂
",Adwoa Notitia,😂,,2020-07-24 22:00:00,22,4
145,"7/24/20, 22:00 - Adwoa Notitia: Confusion left right center 😂
",Adwoa Notitia,Confusion left right center 😂,confusion left right center ,2020-07-24 22:00:00,22,4
284,"7/24/20, 22:01 - Ḅj: 😂😂😂
",Ḅj,😂😂😂,,2020-07-24 22:01:00,22,4
148,"7/24/20, 22:02 - Adwoa Notitia: Will send the mail when the fliers are ready🙏🏾😍
",Adwoa Notitia,Will send the mail when the fliers are ready🙏🏾😍,will send the mail when the fliers are ready,2020-07-24 22:02:00,22,4
285,"7/24/20, 22:02 - Ḅj: ask then to tag us on social media when they post their flyers😁
",Ḅj,ask then to tag us on social media when they post their flyers😁,ask then to tag us on social media when they post their flyers,2020-07-24 22:02:00,22,4
286,"7/24/20, 22:03 - Ḅj: sure
",Ḅj,sure,sure,2020-07-24 22:03:00,22,4
149,"7/24/20, 22:03 - Adwoa Notitia: 👍🏾👍🏾👍🏾🔥🔥🔥🔥🔥
",Adwoa Notitia,👍🏾👍🏾👍🏾🔥🔥🔥🔥🔥,,2020-07-24 22:03:00,22,4
144,"7/24/20, 22:30 - Norbert Notitia: @233243319300 for the mentors can we get some from Zindi, Deep learning Indaba Data Science Kenya, Data Science Nigeria
",Norbert Notitia,"@233243319300 for the mentors can we get some from Zindi, Deep learning Indaba Data Science Kenya, Data Science Nigeria", for the mentors can we get some from zindi deep learning indaba data science kenya data science nigeria,2020-07-24 22:30:00,22,4
145,"7/24/20, 22:31 - Norbert Notitia: So we'll have them as partners.
",Norbert Notitia,So we'll have them as partners.,so well have them as partners,2020-07-24 22:31:00,22,4
146,"7/24/20, 22:36 - Norbert Notitia: @233504782862 can you prepare an orientation and Onboarding plan and schedule?
",Norbert Notitia,@233504782862 can you prepare an orientation and Onboarding plan and schedule?, can you prepare an orientation and onboarding plan and schedule,2020-07-24 22:36:00,22,4
287,"7/24/20, 22:37 - Ḅj: sure
",Ḅj,sure,sure,2020-07-24 22:37:00,22,4
147,"7/24/20, 22:37 - Norbert Notitia: Sure. So we'll start sharing their profile on our socials
",Norbert Notitia,Sure. So we'll start sharing their profile on our socials,sure so well start sharing their profile on our socials,2020-07-24 22:37:00,22,4
288,"7/24/20, 22:38 - Ḅj: okay
",Ḅj,okay,okay,2020-07-24 22:38:00,22,4
150,"7/24/20, 22:39 - Adwoa Notitia: Can i start sending the emails with the fliers i have?
",Adwoa Notitia,Can i start sending the emails with the fliers i have?,can i start sending the emails with the fliers i have,2020-07-24 22:39:00,22,4
151,"7/24/20, 22:40 - Adwoa Notitia: 👍🏾
",Adwoa Notitia,👍🏾,,2020-07-24 22:40:00,22,4
148,"7/24/20, 22:40 - Norbert Notitia: Yes Madam
",Norbert Notitia,Yes Madam,yes madam,2020-07-24 22:40:00,22,4
149,"7/24/20, 22:41 - Norbert Notitia: In our call tomorrow we'll discuss the plan @233504782862 will be working on, we'll work on our plan for next 3 months and the way forward
",Norbert Notitia,"In our call tomorrow we'll discuss the plan @233504782862 will be working on, we'll work on our plan for next 3 months and the way forward",in our call tomorrow well discuss the plan  will be working on well work on our plan for next  months and the way forward,2020-07-24 22:41:00,22,4
150,"7/24/20, 22:42 - Norbert Notitia: @233246521995 there's much work to do from your side. We'll have to onboard some few partners to let's work on That. Once @233243319300 confirms we can proceed
",Norbert Notitia,@233246521995 there's much work to do from your side. We'll have to onboard some few partners to let's work on That. Once @233243319300 confirms we can proceed, theres much work to do from your side well have to onboard some few partners to lets work on that once  confirms we can proceed,2020-07-24 22:42:00,22,4
153,"7/24/20, 22:43 - Adwoa Notitia: Standing by
",Adwoa Notitia,Standing by,standing by,2020-07-24 22:43:00,22,4
152,"7/24/20, 22:43 - Adwoa Notitia: Ok 👍🏾
",Adwoa Notitia,Ok 👍🏾,ok ,2020-07-24 22:43:00,22,4
152,"7/24/20, 22:54 - Norbert Notitia: Yes Sir
",Norbert Notitia,Yes Sir,yes sir,2020-07-24 22:54:00,22,4
289,"7/24/20, 22:54 - Ḅj: the notitia site?
",Ḅj,the notitia site?,the notitia site,2020-07-24 22:54:00,22,4
290,"7/24/20, 22:54 - Ḅj: @233249435529 built it
",Ḅj,@233249435529 built it, built it,2020-07-24 22:54:00,22,4
151,"7/24/20, 22:54 - Norbert Notitia: @233504782862 what programing language did you use for the site
",Norbert Notitia,@233504782862 what programing language did you use for the site, what programing language did you use for the site,2020-07-24 22:54:00,22,4
153,"7/24/20, 22:55 - Norbert Notitia: What language did he use
",Norbert Notitia,What language did he use,what language did he use,2020-07-24 22:55:00,22,4
291,"7/24/20, 22:57 - Ḅj: since its on the wp engine he used php and idk for the general frontend nut he used vue and react for some parts
",Ḅj,since its on the wp engine he used php and idk for the general frontend nut he used vue and react for some parts,since its on the wp engine he used php and idk for the general frontend nut he used vue and react for some parts,2020-07-24 22:57:00,22,4
575,"7/24/20, 23:00 - AI Derek: Gonna be exciting too
",AI Derek,Gonna be exciting too,gonna be exciting too,2020-07-24 23:00:00,23,4
574,"7/24/20, 23:00 - AI Derek: Had worked on 5 so far
",AI Derek,Had worked on 5 so far,had worked on  so far,2020-07-24 23:00:00,23,4
573,"7/24/20, 23:00 - AI Derek: From Monday the mentors will be joining
",AI Derek,From Monday the mentors will be joining,from monday the mentors will be joining,2020-07-24 23:00:00,23,4
572,"7/24/20, 23:00 - AI Derek: Oh yes
",AI Derek,Oh yes,oh yes,2020-07-24 23:00:00,23,4
292,"7/24/20, 23:01 - Ḅj: awesome
",Ḅj,awesome,awesome,2020-07-24 23:01:00,23,4
576,"7/24/20, 23:01 - AI Derek: Will work on the materials this weekend too
",AI Derek,Will work on the materials this weekend too,will work on the materials this weekend too,2020-07-24 23:01:00,23,4
577,"7/24/20, 23:06 - AI Derek: When can we start our project too
",AI Derek,When can we start our project too,when can we start our project too,2020-07-24 23:06:00,23,4
578,"7/24/20, 23:07 - AI Derek: You’ve got dataset now ?
",AI Derek,You’ve got dataset now ?,youve got dataset now ,2020-07-24 23:07:00,23,4
154,"7/24/20, 23:07 - Norbert Notitia: Awesome. Can we get their details. We can create a googl forms and share with them. So we can have all these things documented
",Norbert Notitia,Awesome. Can we get their details. We can create a googl forms and share with them. So we can have all these things documented,awesome can we get their details we can create a googl forms and share with them so we can have all these things documented,2020-07-24 23:07:00,23,4
293,"7/24/20, 23:07 - Ḅj: the career model?
",Ḅj,the career model?,the career model,2020-07-24 23:07:00,23,4
294,"7/24/20, 23:07 - Ḅj: or the taxi project
",Ḅj,or the taxi project,or the taxi project,2020-07-24 23:07:00,23,4
155,"7/24/20, 23:08 - Norbert Notitia: @233246521995 can work on the partnerships bit
",Norbert Notitia,@233246521995 can work on the partnerships bit, can work on the partnerships bit,2020-07-24 23:08:00,23,4
579,"7/24/20, 23:09 - AI Derek: The taxi one
",AI Derek,The taxi one,the taxi one,2020-07-24 23:09:00,23,4
156,"7/24/20, 23:10 - Norbert Notitia: @233243319300 the project I dicsus plus you too
",Norbert Notitia,@233243319300 the project I dicsus plus you too, the project i dicsus plus you too,2020-07-24 23:10:00,23,4
580,"7/24/20, 23:10 - AI Derek: The career one too we’ve to work on it
",AI Derek,The career one too we’ve to work on it,the career one too weve to work on it,2020-07-24 23:10:00,23,4
581,"7/24/20, 23:10 - AI Derek: Sure
",AI Derek,Sure,sure,2020-07-24 23:10:00,23,4
582,"7/24/20, 23:10 - AI Derek: I’ll get their details tomorrow
",AI Derek,I’ll get their details tomorrow,ill get their details tomorrow,2020-07-24 23:10:00,23,4
295,"7/24/20, 23:10 - Ḅj: okay
",Ḅj,okay,okay,2020-07-24 23:10:00,23,4
583,"7/24/20, 23:11 - AI Derek: Okay
",AI Derek,Okay,okay,2020-07-24 23:11:00,23,4
584,"7/24/20, 23:11 - AI Derek: Let’s see from next week
",AI Derek,Let’s see from next week,lets see from next week,2020-07-24 23:11:00,23,4
296,"7/24/20, 23:11 - Ḅj: i checked out the simulated data you sent. It was pretty much like for self-driving cars
",Ḅj,i checked out the simulated data you sent. It was pretty much like for self-driving cars,i checked out the simulated data you sent it was pretty much like for selfdriving cars,2020-07-24 23:11:00,23,4
297,"7/24/20, 23:11 - Ḅj: sure
",Ḅj,sure,sure,2020-07-24 23:11:00,23,4
298,"7/24/20, 23:11 - Ḅj: i'll dm about it
",Ḅj,i'll dm about it,ill dm about it,2020-07-24 23:11:00,23,4
585,"7/24/20, 23:12 - AI Derek: Okay cool
",AI Derek,Okay cool,okay cool,2020-07-24 23:12:00,23,4
299,"7/24/20, 23:12 - Ḅj: sure
",Ḅj,sure,sure,2020-07-24 23:12:00,23,4
166,"7/25/20, 01:06 - Alex Notitia: Great stuffs.
",Alex Notitia,Great stuffs.,great stuffs,2020-07-25 01:06:00,1,5
158,"7/25/20, 08:30 - Norbert Notitia: Kindly share
",Norbert Notitia,Kindly share,kindly share,2020-07-25 08:30:00,8,5
586,"7/25/20, 09:47 - AI Derek: Sharp
",AI Derek,Sharp,sharp,2020-07-25 09:47:00,9,5
300,"7/25/20, 12:25 - Ḅj: please check this out and let me know what you think
",Ḅj,please check this out and let me know what you think,please check this out and let me know what you think,2020-07-25 12:25:00,12,5
301,"7/25/20, 12:25 - Ḅj: https://docs.google.com/document/d/1N9eMYW1U-dg7Ec1sIhotdIJa_U1Ilmai4_KrG_vwGwY/edit?usp=sharing
",Ḅj,https://docs.google.com/document/d/1N9eMYW1U-dg7Ec1sIhotdIJa_U1Ilmai4_KrG_vwGwY/edit?usp=sharing,httpsdocsgooglecomdocumentdnemywudgecsihotdijauilmaikrgvwgwyedituspsharing,2020-07-25 12:25:00,12,5
302,"7/25/20, 12:26 - Ḅj: @233554349393 @233246521995 @233243319300
",Ḅj,@233554349393 @233246521995 @233243319300,  ,2020-07-25 12:26:00,12,5
587,"7/25/20, 13:08 - AI Derek: Cool
",AI Derek,Cool,cool,2020-07-25 13:08:00,13,5
159,"7/25/20, 13:34 - Norbert Notitia: Awesome
",Norbert Notitia,Awesome,awesome,2020-07-25 13:34:00,13,5
160,"7/25/20, 13:35 - Norbert Notitia: Do you have the code of conduct drafted?
",Norbert Notitia,Do you have the code of conduct drafted?,do you have the code of conduct drafted,2020-07-25 13:35:00,13,5
161,"7/25/20, 13:35 - Norbert Notitia: And other items ready so once we jump on the call with them we can share?
",Norbert Notitia,And other items ready so once we jump on the call with them we can share?,and other items ready so once we jump on the call with them we can share,2020-07-25 13:35:00,13,5
304,"7/25/20, 13:37 - Ḅj: I'll work on it
",Ḅj,I'll work on it,ill work on it,2020-07-25 13:37:00,13,5
303,"7/25/20, 13:37 - Ḅj: sure
",Ḅj,sure,sure,2020-07-25 13:37:00,13,5
305,"7/25/20, 13:39 - Ḅj: i think we should also create a github organization for code submissions and projects
",Ḅj,i think we should also create a github organization for code submissions and projects,i think we should also create a github organization for code submissions and projects,2020-07-25 13:39:00,13,5
588,"7/25/20, 13:58 - AI Derek: yes do it
",AI Derek,yes do it,yes do it,2020-07-25 13:58:00,13,5
306,"7/25/20, 14:05 - Ḅj: okay
",Ḅj,okay,okay,2020-07-25 14:05:00,14,5
307,"7/25/20, 14:47 - Ḅj: done with the code of conduct and organization
",Ḅj,done with the code of conduct and organization,done with the code of conduct and organization,2020-07-25 14:47:00,14,5
308,"7/25/20, 14:48 - Ḅj: i think i have sent invites to your emails to join the organization
",Ḅj,i think i have sent invites to your emails to join the organization,i think i have sent invites to your emails to join the organization,2020-07-25 14:48:00,14,5
309,"7/25/20, 14:48 - Ḅj: i'll add the mentees soon
",Ḅj,i'll add the mentees soon,ill add the mentees soon,2020-07-25 14:48:00,14,5
162,"7/25/20, 19:23 - Norbert Notitia: Hi everyone
",Norbert Notitia,Hi everyone,hi everyone,2020-07-25 19:23:00,19,5
310,"7/25/20, 19:35 - Ḅj: hello Norbert
",Ḅj,hello Norbert,hello norbert,2020-07-25 19:35:00,19,5
163,"7/25/20, 20:01 - Norbert Notitia: 8 30
",Norbert Notitia,8 30, ,2020-07-25 20:01:00,20,5
589,"7/25/20, 20:01 - AI Derek: Meeting time ?
",AI Derek,Meeting time ?,meeting time ,2020-07-25 20:01:00,20,5
19,"7/25/20, 20:01 - Sadat Notitia: Noted*
",Sadat Notitia,Noted*,noted,2020-07-25 20:01:00,20,5
18,"7/25/20, 20:01 - Sadat Notitia: Hi
",Sadat Notitia,Hi,hi,2020-07-25 20:01:00,20,5
311,"7/25/20, 20:02 - Ḅj: 👍🏾
",Ḅj,👍🏾,,2020-07-25 20:02:00,20,5
590,"7/25/20, 20:02 - AI Derek: Okay
",AI Derek,Okay,okay,2020-07-25 20:02:00,20,5
164,"7/25/20, 20:28 - Norbert Notitia: Meeting URL: https://meet.google.com/wxx-iuqj-gdz
",Norbert Notitia,Meeting URL: https://meet.google.com/wxx-iuqj-gdz,meeting url httpsmeetgooglecomwxxiuqjgdz,2020-07-25 20:28:00,20,5
165,"7/25/20, 20:40 - Norbert Notitia: Hi Guys Please its time
",Norbert Notitia,Hi Guys Please its time,hi guys please its time,2020-07-25 20:40:00,20,5
591,"7/25/20, 20:47 - AI Derek: Cool
",AI Derek,Cool,cool,2020-07-25 20:47:00,20,5
592,"7/25/20, 20:47 - AI Derek: Joining now
",AI Derek,Joining now,joining now,2020-07-25 20:47:00,20,5
593,"7/25/20, 20:50 - AI Derek: Allow me in please
",AI Derek,Allow me in please,allow me in please,2020-07-25 20:50:00,20,5
154,"7/25/20, 21:46 - Adwoa Notitia: This message was deleted
",Adwoa Notitia,This message was deleted,this message was deleted,2020-07-25 21:46:00,21,5
155,"7/25/20, 21:48 - Adwoa Notitia: This message was deleted
",Adwoa Notitia,This message was deleted,this message was deleted,2020-07-25 21:48:00,21,5
156,"7/25/20, 22:19 - Adwoa Notitia: Updated Notitia minutes 25/07/2020
",Adwoa Notitia,Updated Notitia minutes 25/07/2020,updated notitia minutes ,2020-07-25 22:19:00,22,5
157,"7/25/20, 22:27 - Adwoa Notitia: Notitia AI Virtual Meeting 
",Adwoa Notitia,Notitia AI Virtual Meeting ,notitia ai virtual meeting ,2020-07-25 22:27:00,22,5
312,"7/25/20, 22:28 - Ḅj: Yeah it is
",Ḅj,Yeah it is,yeah it is,2020-07-25 22:28:00,22,5
158,"7/25/20, 22:28 - Adwoa Notitia: Please i hope its okay?
",Adwoa Notitia,Please i hope its okay?,please i hope its okay,2020-07-25 22:28:00,22,5
159,"7/25/20, 22:29 - Adwoa Notitia: Alright
",Adwoa Notitia,Alright,alright,2020-07-25 22:29:00,22,5
160,"7/25/20, 22:29 - Adwoa Notitia: Sending now
",Adwoa Notitia,Sending now,sending now,2020-07-25 22:29:00,22,5
166,"7/25/20, 22:31 - Norbert Notitia: 🙆🏾‍♂️
",Norbert Notitia,🙆🏾‍♂️,,2020-07-25 22:31:00,22,5
167,"7/25/20, 22:32 - Norbert Notitia: My work email 🙆🏾‍♂️
",Norbert Notitia,My work email 🙆🏾‍♂️,my work email ,2020-07-25 22:32:00,22,5
313,"7/25/20, 22:33 - Ḅj: Yie
",Ḅj,Yie,yie,2020-07-25 22:33:00,22,5
161,"7/25/20, 22:33 - Adwoa Notitia: I took it off now
",Adwoa Notitia,I took it off now,i took it off now,2020-07-25 22:33:00,22,5
162,"7/25/20, 22:34 - Adwoa Notitia: Only two participants saw it
",Adwoa Notitia,Only two participants saw it,only two participants saw it,2020-07-25 22:34:00,22,5
167,"7/26/20, 00:10 - Alex Notitia: Great stuffs guys.
",Alex Notitia,Great stuffs guys.,great stuffs guys,2020-07-26 00:10:00,0,6
168,"7/26/20, 07:08 - Norbert Notitia: Lol
",Norbert Notitia,Lol,lol,2020-07-26 07:08:00,7,6
169,"7/26/20, 07:08 - Norbert Notitia: We'll brief you
",Norbert Notitia,We'll brief you,well brief you,2020-07-26 07:08:00,7,6
314,"7/26/20, 12:22 - Ḅj: Good morning bosses
",Ḅj,Good morning bosses,good morning bosses,2020-07-26 12:22:00,12,6
316,"7/26/20, 12:23 - Ḅj: yeah
",Ḅj,yeah,yeah,2020-07-26 12:23:00,12,6
170,"7/26/20, 12:23 - Norbert Notitia: From the participants?
",Norbert Notitia,From the participants?,from the participants,2020-07-26 12:23:00,12,6
315,"7/26/20, 12:23 - Ḅj: Did a little something with the data i collected
",Ḅj,Did a little something with the data i collected,did a little something with the data i collected,2020-07-26 12:23:00,12,6
594,"7/26/20, 12:26 - AI Derek: Good one
",AI Derek,Good one,good one,2020-07-26 12:26:00,12,6
595,"7/26/20, 12:26 - AI Derek: Happy to see no non science people
",AI Derek,Happy to see no non science people,happy to see no non science people,2020-07-26 12:26:00,12,6
596,"7/26/20, 12:27 - AI Derek: Hehe
",AI Derek,Hehe,hehe,2020-07-26 12:27:00,12,6
324,"7/26/20, 12:27 - Ḅj: 😂
",Ḅj,😂,,2020-07-26 12:27:00,12,6
325,"7/26/20, 12:28 - Ḅj: and me😁
",Ḅj,and me😁,and me,2020-07-26 12:28:00,12,6
326,"7/26/20, 12:28 - Ḅj: I remember Sadat from cybertekvalley
",Ḅj,I remember Sadat from cybertekvalley,i remember sadat from cybertekvalley,2020-07-26 12:28:00,12,6
597,"7/26/20, 12:28 - AI Derek: @233247936396 read sociology 
",AI Derek,@233247936396 read sociology , read sociology ,2020-07-26 12:28:00,12,6
20,"7/26/20, 12:28 - Sadat Notitia: 🤣🤣
",Sadat Notitia,🤣🤣,,2020-07-26 12:28:00,12,6
599,"7/26/20, 12:28 - AI Derek: You dea different level
",AI Derek,You dea different level,you dea different level,2020-07-26 12:28:00,12,6
598,"7/26/20, 12:28 - AI Derek: And @233554349393 too
",AI Derek,And @233554349393 too,and  too,2020-07-26 12:28:00,12,6
21,"7/26/20, 12:29 - Sadat Notitia: Comp science department say them no go take me oo sake of ano read science for shs, wey ano do am for uni so common msc I.t kraa ab) me 🤣
",Sadat Notitia,"Comp science department say them no go take me oo sake of ano read science for shs, wey ano do am for uni so common msc I.t kraa ab) me 🤣",comp science department say them no go take me oo sake of ano read science for shs wey ano do am for uni so common msc it kraa ab me ,2020-07-26 12:29:00,12,6
22,"7/26/20, 12:29 - Sadat Notitia: Yh yh I remember you paa
",Sadat Notitia,Yh yh I remember you paa,yh yh i remember you paa,2020-07-26 12:29:00,12,6
328,"7/26/20, 12:29 - Ḅj: oh
",Ḅj,oh,oh,2020-07-26 12:29:00,12,6
327,"7/26/20, 12:29 - Ḅj: 😂
",Ḅj,😂,,2020-07-26 12:29:00,12,6
600,"7/26/20, 12:29 - AI Derek: Wassup with that group
",AI Derek,Wassup with that group,wassup with that group,2020-07-26 12:29:00,12,6
601,"7/26/20, 12:29 - AI Derek: 😹😹
",AI Derek,😹😹,,2020-07-26 12:29:00,12,6
602,"7/26/20, 12:29 - AI Derek: Unless PhD
",AI Derek,Unless PhD,unless phd,2020-07-26 12:29:00,12,6
24,"7/26/20, 12:30 - Sadat Notitia: Waa look
",Sadat Notitia,Waa look,waa look,2020-07-26 12:30:00,12,6
23,"7/26/20, 12:30 - Sadat Notitia: Permanent halt
",Sadat Notitia,Permanent halt,permanent halt,2020-07-26 12:30:00,12,6
25,"7/26/20, 12:30 - Sadat Notitia: Dr leaf🤣
",Sadat Notitia,Dr leaf🤣,dr leaf,2020-07-26 12:30:00,12,6
329,"7/26/20, 12:30 - Ḅj: nothing really. Once a while then we talk about something
",Ḅj,nothing really. Once a while then we talk about something,nothing really once a while then we talk about something,2020-07-26 12:30:00,12,6
330,"7/26/20, 12:30 - Ḅj: 🙌
",Ḅj,🙌,,2020-07-26 12:30:00,12,6
603,"7/26/20, 12:30 - AI Derek: If medical school pick me like by now o turn Doctor
",AI Derek,If medical school pick me like by now o turn Doctor,if medical school pick me like by now o turn doctor,2020-07-26 12:30:00,12,6
604,"7/26/20, 12:30 - AI Derek: Oh okay
",AI Derek,Oh okay,oh okay,2020-07-26 12:30:00,12,6
331,"7/26/20, 12:31 - Ḅj: 😂😂😂
",Ḅj,😂😂😂,,2020-07-26 12:31:00,12,6
605,"7/26/20, 12:31 - AI Derek: Yh PhD dea you fi do am in anything
",AI Derek,Yh PhD dea you fi do am in anything,yh phd dea you fi do am in anything,2020-07-26 12:31:00,12,6
606,"7/26/20, 12:31 - AI Derek: E be study of philosophies
",AI Derek,E be study of philosophies,e be study of philosophies,2020-07-26 12:31:00,12,6
26,"7/26/20, 12:31 - Sadat Notitia: It's all good now interest has brought all of us here
",Sadat Notitia,It's all good now interest has brought all of us here,its all good now interest has brought all of us here,2020-07-26 12:31:00,12,6
608,"7/26/20, 12:31 - AI Derek: 😹😹😹😹
",AI Derek,😹😹😹😹,,2020-07-26 12:31:00,12,6
607,"7/26/20, 12:31 - AI Derek: Nothing special
",AI Derek,Nothing special,nothing special,2020-07-26 12:31:00,12,6
332,"7/26/20, 12:32 - Ḅj: exactly
",Ḅj,exactly,exactly,2020-07-26 12:32:00,12,6
610,"7/26/20, 12:32 - AI Derek: Cos me ankasa dea the Doctor like ah to kill more people
",AI Derek,Cos me ankasa dea the Doctor like ah to kill more people,cos me ankasa dea the doctor like ah to kill more people,2020-07-26 12:32:00,12,6
609,"7/26/20, 12:32 - AI Derek: Oh yh
",AI Derek,Oh yh,oh yh,2020-07-26 12:32:00,12,6
333,"7/26/20, 12:32 - Ḅj: 😂😂😂😂😂😂😂
",Ḅj,😂😂😂😂😂😂😂,,2020-07-26 12:32:00,12,6
611,"7/26/20, 12:33 - AI Derek: Cos den e be my old boy he dey wan make I read Medicine
",AI Derek,Cos den e be my old boy he dey wan make I read Medicine,cos den e be my old boy he dey wan make i read medicine,2020-07-26 12:33:00,12,6
612,"7/26/20, 12:33 - AI Derek: Den my mind dey consulting that time
",AI Derek,Den my mind dey consulting that time,den my mind dey consulting that time,2020-07-26 12:33:00,12,6
334,"7/26/20, 12:33 - Ḅj: oh okay
",Ḅj,oh okay,oh okay,2020-07-26 12:33:00,12,6
335,"7/26/20, 12:34 - Ḅj: how did he take it?
",Ḅj,how did he take it?,how did he take it,2020-07-26 12:34:00,12,6
613,"7/26/20, 12:34 - AI Derek: He die before ah finish SHS saf
",AI Derek,He die before ah finish SHS saf,he die before ah finish shs saf,2020-07-26 12:34:00,12,6
615,"7/26/20, 12:35 - AI Derek: So ah for fulfil am
",AI Derek,So ah for fulfil am,so ah for fulfil am,2020-07-26 12:35:00,12,6
614,"7/26/20, 12:35 - AI Derek: Buh den old girl say ah for do sicof old boy talk
",AI Derek,Buh den old girl say ah for do sicof old boy talk,buh den old girl say ah for do sicof old boy talk,2020-07-26 12:35:00,12,6
336,"7/26/20, 12:35 - Ḅj: oh slow
",Ḅj,oh slow,oh slow,2020-07-26 12:35:00,12,6
337,"7/26/20, 12:35 - Ḅj: 😂
",Ḅj,😂,,2020-07-26 12:35:00,12,6
338,"7/26/20, 12:36 - Ḅj: 😂😂
",Ḅj,😂😂,,2020-07-26 12:36:00,12,6
29,"7/26/20, 12:36 - Sadat Notitia: Lol
",Sadat Notitia,Lol,lol,2020-07-26 12:36:00,12,6
616,"7/26/20, 12:36 - AI Derek: Buh as e no work dea 
",AI Derek,Buh as e no work dea ,buh as e no work dea ,2020-07-26 12:36:00,12,6
617,"7/26/20, 12:36 - AI Derek: 😹😹
",AI Derek,😹😹,,2020-07-26 12:36:00,12,6
163,"7/26/20, 12:40 - Adwoa Notitia: 😍🔥👍🏾
",Adwoa Notitia,😍🔥👍🏾,,2020-07-26 12:40:00,12,6
339,"7/26/20, 12:42 - Ḅj: 🙌🙌
",Ḅj,🙌🙌,,2020-07-26 12:42:00,12,6
172,"7/26/20, 17:28 - Norbert Notitia: @233246521995
",Norbert Notitia,@233246521995,,2020-07-26 17:28:00,17,6
175,"7/26/20, 17:29 - Norbert Notitia: And with Her possibly.
",Norbert Notitia,And with Her possibly.,and with her possibly,2020-07-26 17:29:00,17,6
174,"7/26/20, 17:29 - Norbert Notitia: Can you double check from your end?
",Norbert Notitia,Can you double check from your end?,can you double check from your end,2020-07-26 17:29:00,17,6
173,"7/26/20, 17:29 - Norbert Notitia: @233246521995 I don't have Clare's picture
",Norbert Notitia,@233246521995 I don't have Clare's picture, i dont have clares picture,2020-07-26 17:29:00,17,6
164,"7/26/20, 17:30 - Adwoa Notitia: Sending it now
",Adwoa Notitia,Sending it now,sending it now,2020-07-26 17:30:00,17,6
618,"7/26/20, 17:55 - AI Derek: Time for meeting?
",AI Derek,Time for meeting?,time for meeting,2020-07-26 17:55:00,17,6
619,"7/26/20, 17:55 - AI Derek: @233554349393 Start the meeting
",AI Derek,@233554349393 Start the meeting, start the meeting,2020-07-26 17:55:00,17,6
620,"7/26/20, 17:55 - AI Derek: I’m in the waiting area
",AI Derek,I’m in the waiting area,im in the waiting area,2020-07-26 17:55:00,17,6
